"productCode","name","price","description","imageURL","unit","Category code","Group code"
"","KARAFIL NE GOZHDE",209,"KARAFIL NE GOZHDE","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00755.jpg","cope","",""
"","NENEXHIK I PERPUNUAR",115,"NENEXHIK I PERPUNUAR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00749.jpg","cope","",""
"","NIKI KRIPE 500GR",20,"NIKI KRIPE 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/NIKY-New-0.5-kg.jpeg","cope","",""
"","PIPER I ZI I GRIRE",159,"PIPER I ZI I GRIRE","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00765.jpg","cope","",""
"","PIPER I ZI KOKERR",159,"PIPER I ZI KOKERR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00766.jpg","cope","",""
"","PIPER MIKS KOKERRPLOTE",189,"PIPER MIKS KOKERRPLOTE","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM26014.jpg","cope","",""
"","PODRAVKA VEGETA BAG 125GR",95,"PODRAVKA VEGETA BAG 125GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm04756.jpg","cope","",""
"","RIGON I PERPUNUAR",110,"RIGON I PERPUNUAR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00742.jpg","cope","",""
"","ROSA KRIPE E BARDHE 500GR",35,"ROSA KRIPE E BARDHE 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01798.png","cope","",""
"","ROSA KRIPE E ZEZE 500GR",35,"ROSA KRIPE E ZEZE 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01797.jpg","cope","",""
"","ROSA KRIPE HIMALAJE KRIPORE 250GR",129,"ROSA KRIPE HIMALAJE KRIPORE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm29266.jpg","cope","",""
"","ROSA KRIPORE 250GR",65,"ROSA KRIPORE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SE001.png","cope","",""
"","ROZMARINE FLETE E PERPUNUAR",95,"ROZMARINE FLETE E PERPUNUAR","https://bli.ecomarket.al/wp-content/uploads/2021/04/SM00744_.jpg","cope","",""
"","SPEC I KUQ PIKANT EXTRA",179,"SPEC I KUQ PIKANT EXTRA","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM00771.jpg","cope","",""
"","SPEC I KUQ. I EMBEL. I GRIRE",115,"SPEC I KUQ. I EMBEL. I GRIRE","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM00769.jpg","cope","",""
"","TEUTA KANELLE",10,"TEUTA KANELLE","https://bli.ecomarket.al/wp-content/uploads/2020/04/TEUTA-KANELLE.jpg","cope","",""
"","7 DAYS BORSETO ME KAKAO 80GR",70,"7 DAYS BORSETO ME KAKAO 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM06685.png","cope","",""
"","7 DAYS BORSETO MOLLE KANELLE 80GR",70,"7 DAYS BORSETO MOLLE KANELLE 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM06686.png","cope","",""
"","7 DAYS CAKE BAR KAKAO 30GR",20,"7 DAYS CAKE BAR KAKAO 30GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09836.png","cope","",""
"","7 DAYS CHOCO CACAO 60GR",70,"7 DAYS CHOCO CACAO 60GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09920.png","cope","",""
"","7 DAYS KROASANT ME KAKO 40GR",20,"7 DAYS KROASANT ME KAKO 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00124.jpg","cope","",""
"","7 DAYS MAX KROASANT ME KAKAO 85GR",50,"7 DAYS MAX KROASANT ME KAKAO 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00121.jpg","cope","",""
"","7 DAYS MAX KROASANT ME KREM BRULEE 85GR",50,"7 DAYS MAX KROASANT ME KREM BRULEE 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00123.jpg","cope","",""
"","7 DAYS MAX KROASANT ME QERSHI 85GR",50,"7 DAYS MAX KROASANT ME QERSHI 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00122.jpg","cope","",""
"","7 DAYS MINI CACAO 60GR",50,"7 DAYS MINI CACAO 60GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00126.png","cope","",""
"","ALBENI FISHEK COKOLLATE 72GR",55,"ALBENI FISHEK COKOLLATE 72GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm04659.png","cope","",""
"","7DAYS CAKE BAR CACAO 32GR",20,"7DAYS CAKE BAR CACAO 32GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM24950.png","cope","",""
"","BACI BIJOU BONBONE 200GR",819,"BACI BIJOU BONBONE 200GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM22015.png","cope","",""
"","BALCONI MIX FAMIGLIA",269,"BALCONI MIX FAMIGLIA","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM28839.jpg","cope","",""
"","BALCONI TORTA TIRAMISU 400GR",239,"BALCONI TORTA TIRAMISU 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm17108.jpg","cope","",""
"","BALCONI TORTA VIENESE 400GR",239,"BALCONI TORTA VIENESE 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm18448.jpg","cope","",""
"","BALCONI TORTE CHOCO DESSERT 400GR",239,"BALCONI TORTE CHOCO DESSERT 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02598.jpg","cope","",""
"","BALCONI TORTE SWEET CAPPUCCINO 300GR",159,"BALCONI TORTE SWEET CAPPUCCINO 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02601.jpg","cope","",""
"","BALCONI TRANCETTO CACAO 280GR",165,"BALCONI TRANCETTO CACAO 280GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02595.jpg","cope","",""
"","BAULI BRIOSH ME COKOLLATE 6 COPE 300GR",259,"BAULI BRIOSH ME COKOLLATE 6 COPE 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01593.jpg","cope","",""
"","BAULI BRIOSH ME KREM 6 COPE 300GR",259,"BAULI BRIOSH ME KREM 6 COPE 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm01591.jpg","cope","",""
"","BAULI BRIOSH ME QERSHI 300GR",259,"BAULI BRIOSH ME QERSHI 300GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01592.png","cope","",""
"","BELINO DOUBLE KRUASAN ME COKOLLATE & MILFEI 80GR",40,"BELINO DOUBLE KRUASAN ME COKOLLATE & MILFEI 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM07951.jpg","cope","",""
"","BELINO DOUBLE KRUASAN MILFEI & QERSHI 80GR",40,"BELINO DOUBLE KRUASAN MILFEI & QERSHI 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM07952.jpg","cope","",""
"","BELINO KROASANT ME COKOLLATE. 80-90GR",40,"BELINO KROASANT ME COKOLLATE. 80-90GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01405.jpg","cope","",""
"","BELINO KROASANT ME KAKAO& LULESHTRYDHE 80-90GR",40,"BELINO KROASANT ME KAKAO& LULESHTRYDHE 80-90GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM04538.jpg","cope","",""
"","BELINO KROASANT ME QERSHI 80-90GR",40,"BELINO KROASANT ME QERSHI 80-90GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01406.jpg","cope","",""
"","BELINO KRUASAN ME KREM MILFEI 80-90GR",40,"BELINO KRUASAN ME KREM MILFEI 80-90GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM07651.jpg","cope","",""
"","BELINO KRUASAN ME MARMALATE KAJSIE 80-90GR",40,"BELINO KRUASAN ME MARMALATE KAJSIE 80-90GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM07650.jpg","cope","",""
"","BOUNTY COKOLLATE 57GR",60,"BOUNTY COKOLLATE 57GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03306.jpg","cope","",""
"","CASALINI KROASANT KAKAO 500GR",295,"CASALINI KROASANT KAKAO 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM17811.jpg","cope","",""
"","BELINO KROASANT PRALINE 80GR",40,"BELINO KROASANT PRALINE 80GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM06950.jpg","cope","",""
"","CASALINI KROASANT KREM PASTICERI 500GR",295,"CASALINI KROASANT KREM PASTICERI 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM17813.jpg","cope","",""
"","CASALINI KROASANT QERSHI 500GR",295,"CASALINI KROASANT QERSHI 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM17812.png","cope","",""
"","CHUPA CHUPS LEPIRESE 200",20,"CHUPA CHUPS LEPIRESE 200","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm22819.jpg","cope","",""
"","DIVELLA KROASANT ME COKOLLATE 6 COPE 270GR",265,"DIVELLA KROASANT ME COKOLLATE 6 COPE 270GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/BI053.jpg","cope","",""
"","DIVELLA KROASANT ME QERSHI 6 COPE 270GR",265,"DIVELLA KROASANT ME QERSHI 6 COPE 270GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/BI055.jpg","cope","",""
"","FINETI VAFER STICK 45GR",129,"FINETI VAFER STICK 45GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM09853.png","cope","",""
"","GRIESSON DUO KEKS BISKOTA ME KAKAO 500 GR",190,"GRIESSON DUO KEKS BISKOTA ME KAKAO 500 GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30332.jpg","cope","",""
"","HARIBO CAMALOW GIRONDO",30,"HARIBO CAMALOW GIRONDO","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm09679.jpg","cope","",""
"","HARIBO GOLDBAREN 100GR",110,"HARIBO GOLDBAREN 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03559.jpg","cope","",""
"","HARIBO HAPPY COLA 100GR",110,"HARIBO HAPPY COLA 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03564.jpg","cope","",""
"","HARIBO KARAMELE ME FRUTA ROLLEN 25GR",39,"HARIBO KARAMELE ME FRUTA ROLLEN 25GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03553.jpg","cope","",""
"","KARUZO BORONICE 62GR",50,"KARUZO BORONICE 62GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM22231.jpg","cope","",""
"","KARUZO VISNE 62GR",50,"KARUZO VISNE 62GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM22230.jpg","cope","",""
"","KINDER BRIOSS T10",380,"KINDER BRIOSS T10","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM03544.png","cope","",""
"","KINDER BUENO DARK T30",89,"KINDER BUENO DARK T30","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm11180.png","cope","",""
"","KINDER BUENO T30",89,"KINDER BUENO T30","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03540.jpg","cope","",""
"","KINDER BUENO WHITE T30",89,"KINDER BUENO WHITE T30","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm05019.jpg","cope","",""
"","KINDER CHOCOLATE T12",205,"KINDER CHOCOLATE T12","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm16428.png","cope","",""
"","KINDER CHOCOLATE T4",85,"KINDER CHOCOLATE T4","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03537.jpg","cope","",""
"","KINDER CHOCOLATE T8",155,"KINDER CHOCOLATE T8","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03538.jpg","cope","",""
"","LA SUISSA BONBONE CASTAGNE 500GR",750,"LA SUISSA BONBONE CASTAGNE 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/LA-SUSISA.jpg","cope","",""
"","LA SUISSA BONBONE MAXI SOSPIRI PASTEL 500GR",650,"LA SUISSA BONBONE MAXI SOSPIRI PASTEL 500GR","https://bli.ecomarket.al/wp-content/uploads/2021/04/sm16974.jpg","cope","",""
"","LA SUISSA BONBONE NOCI BUSTA 500GR",799,"LA SUISSA BONBONE NOCI BUSTA 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm02611.jpg","cope","",""
"","KINDER JOY VEZE T72",125,"KINDER JOY VEZE T72","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm05018.jpg","cope","",""
"","KISS COKOLLATE 26 GR",60,"KISS COKOLLATE 26 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM01524.png","cope","",""
"","KIT KAT COKOLLATE 45GR",75,"KIT KAT COKOLLATE 45GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00297.png","cope","",""
"","KIT KAT COKOLLATE CHUNKY 40GR",50,"KIT KAT COKOLLATE CHUNKY 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00298.png","cope","",""
"","KINDER COUNTRY T1",55,"KINDER COUNTRY T1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03541.jpg","cope","",""
"","KINDER DELICE BUONDOLCE T10",509,"KINDER DELICE BUONDOLCE T10","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm29450.png","cope","",""
"","KINDER DELICE T1",75,"KINDER DELICE T1","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03542.jpg","cope","",""
"","LACTA COKOLLATE 30GR",65,"LACTA COKOLLATE 30GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM05894.png","cope","",""
"","LAGO  VAFER MULTIPACK LAJTHI (50GR*4)",130,"LAGO  VAFER MULTIPACK LAJTHI (50GR*4)","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM26041.jpg","cope","",""
"","LAGO CIAMBELLA EMBELSIRA (6*30GR",190,"LAGO CIAMBELLA EMBELSIRA (6*30GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26060.jpg","cope","",""
"","LAGO CIAMBELLA EMBELSIRA ME COKOLLATE ( 6*30GR)",219,"LAGO CIAMBELLA EMBELSIRA ME COKOLLATE ( 6*30GR)","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM26063.jpg","cope","",""
"","LAGO CIAMBELLA EMBELSIRA ME COKOLLATE &ME MBUSHJE KREM  (6*30GR)",219,"LAGO CIAMBELLA EMBELSIRA ME COKOLLATE &ME MBUSHJE KREM  (6*30GR)","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28619.jpg","cope","",""
"","LAGO CIAMBELLA EMBELSIRA ME KAJSI ( 6*30GR",219,"LAGO CIAMBELLA EMBELSIRA ME KAJSI ( 6*30GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26062.jpg","cope","",""
"","LAGO CIAMBELLE EMBELSIRA ME KAKAO ( 6*30GR)",190,"LAGO CIAMBELLE EMBELSIRA ME KAKAO ( 6*30GR)","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM26061.jpg","cope","",""
"","LAGO CROSTATINE ME KAJSI  (6*40GR)",199,"LAGO CROSTATINE ME KAJSI  (6*40GR)","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM28620-1.jpg","cope","",""
"","LAGO CROSTATINE ME KAKAO &LAJTHI (6*40GR)",199,"LAGO CROSTATINE ME KAKAO &LAJTHI (6*40GR)","https://bli.ecomarket.al/wp-content/uploads/2020/03/crostatine.png","cope","",""
"","LAGO CROSTATINE ME QERSHI (6*40GR",199,"LAGO CROSTATINE ME QERSHI (6*40GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/crostatinec.png","cope","",""
"","LAGO MINIROLL ME KREM LAJTHI 125GR",149,"LAGO MINIROLL ME KREM LAJTHI 125GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM30314.jpg","cope","",""
"","LAGO VAFER ME KREM KAKAO 150GR",175,"LAGO VAFER ME KREM KAKAO 150GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/wafercacao.png","cope","",""
"","LAGO VAFER MINI  PARTY KAKAO 125GR",130,"LAGO VAFER MINI  PARTY KAKAO 125GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM26055.jpg","cope","",""
"","LAGO VAFER PARTY KAKAO 250GR",209,"LAGO VAFER PARTY KAKAO 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM16284.jpg","cope","",""
"","LAGO VAFER POKER LAJTHI 150GR",120,"LAGO VAFER POKER LAJTHI 150GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM23229-1.jpg","cope","",""
"","LAGO VAFER POKER ME KAKAO(5*45GR",175,"LAGO VAFER POKER ME KAKAO(5*45GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26042.jpg","cope","",""
"","LAGO VAFER POKER ME LAJTHI (5*45GR)",175,"LAGO VAFER POKER ME LAJTHI (5*45GR)","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26043.jpg","cope","",""
"","LAGO VAFER ROLL BREAK LAJTHI 80GR",130,"LAGO VAFER ROLL BREAK LAJTHI 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM23232.jpg","cope","",""
"","LINDOR COKOLLATA TENDRYSHME 200GR",599,"LINDOR COKOLLATA TENDRYSHME 200GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM10609.jpg","cope","",""
"","LINDT COKOLLATE E ZEZE 70% KAKAO 100GR",299,"LINDT COKOLLATE E ZEZE 70% KAKAO 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM10599.jpg","cope","",""
"","LINDT COKOLLATE E ZEZE 99% 50GR",299,"LINDT COKOLLATE E ZEZE 99% 50GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM00841.jpg","cope","",""
"","LINDT COKOLLATE QUMESHT 100GR",259,"LINDT COKOLLATE QUMESHT 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM00837.jpg","cope","",""
"","LINDT COKOLLATE QUMESHT&LAJTHI 100GR",279,"LINDT COKOLLATE QUMESHT&LAJTHI 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM00838.jpg","cope","",""
"","LINDT COKOLLATE QUMESHT&RRUSH 100GR",259,"LINDT COKOLLATE QUMESHT&RRUSH 100GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM00839.jpg","cope","",""
"","LAGO VAFER PARTY LAJTHI 250GR",209,"LAGO VAFER PARTY LAJTHI 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM16285.jpg","cope","",""
"","LAGO SAVOIARD 400GR",209,"LAGO SAVOIARD 400GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26058.jpg","cope","",""
"","LAGO SAVOIARDI 200GR",120,"LAGO SAVOIARDI 200GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26057.jpg","cope","",""
"","LAGO VAFER ME KREM LAJTHI 150GR",175,"LAGO VAFER ME KREM LAJTHI 150GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM07630-1.jpg","cope","",""
"","LAGO VAFER ME KREM VANILJE 150GR",175,"LAGO VAFER ME KREM VANILJE 150GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm26039.jpg","cope","",""
"","LAGO VAFER PARTY VANILJE 250GR",209,"LAGO VAFER PARTY VANILJE 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM26052.jpg","cope","",""
"","LAGO VAFER POKER KAKAO 150GR",120,"LAGO VAFER POKER KAKAO 150GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM23230-2.jpg","cope","",""
"","LION COKOLLATE STANDARD 43GR",45,"LION COKOLLATE STANDARD 43GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM00304.png","cope","",""
"","LUNA COKOLLATE 28GR",25,"LUNA COKOLLATE 28GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03900.png","cope","",""
"","LAGO VAFER MINI  PARTY LAJTHI 1",130,"LAGO VAFER MINI  PARTY LAJTHI 1","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM26056.jpg","cope","",""
"","LAGO VAFER PARTY ARE KOKOSI 250GR",209,"LAGO VAFER PARTY ARE KOKOSI 250GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM26054.jpg","cope","",""
"","M&M PEANUT 48GR",59,"M&M PEANUT 48GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03322.jpg","cope","",""
"","MANNER VAFER ME QUMESHT 5*25GR",155,"MANNER VAFER ME QUMESHT 5*25GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM18915.png","cope","",""
"","MIDI TIRAMISU 280GR",175,"MIDI TIRAMISU 280GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03526.png","cope","",""
"","MIDI BUONDOLCE FARCI ME KAKAO 280GR",175,"MIDI BUONDOLCE FARCI ME KAKAO 280GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03522.jpg","cope","",""
"","MIDI BUONDOLCE FARCI ME LULESHTRYDHE 280GR",175,"MIDI BUONDOLCE FARCI ME LULESHTRYDHE 280GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03525.jpg","cope","",""
"","MIDI CROISSANT HAZELNUT 500GR (9)",359,"MIDI CROISSANT HAZELNUT 500GR (9)","https://bli.ecomarket.al/wp-content/uploads/2020/04/midi.jpg","cope","",""
"","MIDI FARCI FRUTTO 280GR",175,"MIDI FARCI FRUTTO 280GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03524.png","cope","",""
"","MIDI KROASANT ME LAJTHI 500GR",359,"MIDI KROASANT ME LAJTHI 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/MIDI-KROASANT-ME-LAJTHI-500GR.jpg","cope","",""
"","MIDI KROASANT ME QERSHI 500GR",359,"MIDI KROASANT ME QERSHI 500GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/MIDI-KROASANT-ME-QERSHI-500GR.png","cope","",""
"","M&M CHOCO 48GR",59,"M&M CHOCO 48GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM03323.jpg","cope","",""
"","MILKA COKOLLATE NOISETTE 80GR",109,"MILKA COKOLLATE NOISETTE 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM04717.jpg","cope","",""
"","MILKA COKOLLATE OREO 100GR",139,"MILKA COKOLLATE OREO 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM07845.jpg","cope","",""
"","MILKA 100G OREO BROWNIE",139,"MILKA 100G OREO BROWNIE","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM26719.jpg","cope","",""
"","MILKA CARAMEL 100GR",129,"MILKA CARAMEL 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/MILKA-COKOLLATE-ME-CARAMEL-100GR.png","cope","",""
"","MILKA COKOLLATE OREO 92 GR",139,"MILKA COKOLLATE OREO 92 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm24966.jpg","cope","",""
"","MARS COKOLLATE 47GR",50,"MARS COKOLLATE 47GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm03308.jpg","cope","",""
"","MILKA COKOLLATE STRAWBERY & YOGHURT  100GR",129,"MILKA COKOLLATE STRAWBERY & YOGHURT  100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/MILKA-COKOLLATE-STRAWBERY-YOGHURT-100GR.png","cope","",""
"","MILKA HAZELNUTS 80GR",109,"MILKA HAZELNUTS 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/03/SM04715.jpg","cope","",""
"","MILKA TRIPLE CARAMEL 90GR",139,"MILKA TRIPLE CARAMEL 90GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM21473.jpg","cope","",""
"","MILKA WHOLENUT COKOLLATE 100GR",139,"MILKA WHOLENUT COKOLLATE 100GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM03702.png","cope","",""
"","MILKA CHOCO DESSERT ORANGE 135GR",139,"MILKA CHOCO DESSERT ORANGE 135GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM04724.jpg","cope","",""
"","MILKA COKOLLATE  CHOCO DESSERT RASPBERRY 135GR",139,"MILKA COKOLLATE  CHOCO DESSERT RASPBERRY 135GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM04725.png","cope","",""
"","MILKA COKOLLATE BUBBLY 90GR",129,"MILKA COKOLLATE BUBBLY 90GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/MILKA-COKOLLATE-BUBBLY-90GR.jpg","cope","",""
"","MILKA COKOLLATE ME LAJTHI 80GR",105,"MILKA COKOLLATE ME LAJTHI 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/MILKA-COKOLLATE-ME-LAJTHI-80GR.png","cope","",""
"","MOLTO  KROASANT ME KAKAO 85GR",60,"MOLTO  KROASANT ME KAKAO 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00114.jpg","cope","",""
"","MOLTO HAZELNUT 80GR",55,"MOLTO HAZELNUT 80GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/Molto-lajthi.jpg","cope","",""
"","MOLTO KROASANT ME QERSHI 85GR",60,"MOLTO KROASANT ME QERSHI 85GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/sm00115.jpg","cope","",""
"","MOLTO LAJTHI CREAM&COOKIE 80 GR",60,"MOLTO LAJTHI CREAM&COOKIE 80 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM26955.png","cope","",""
"","MOLTO VANILJE CREAM&COOKIE 80 GR",60,"MOLTO VANILJE CREAM&COOKIE 80 GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM26956.png","cope","",""
"","MOLTO WAY CACAO 40GR",20,"MOLTO WAY CACAO 40GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/Molto-cacao.jpg","cope","",""
"","MOLTO WAY MAX KAKAO 110GR",70,"MOLTO WAY MAX KAKAO 110GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM18558.png","cope","",""
"","MOLTO WAY MAX QERSHI 110GR",70,"MOLTO WAY MAX QERSHI 110GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM18559.png","cope","",""
"","NAPOLI CHOCO WAFER BRICKS 120GR",99,"NAPOLI CHOCO WAFER BRICKS 120GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM04749.png","cope","",""
"","NAPOLI HAZELNUT WAFER BRICK 120GR",99,"NAPOLI HAZELNUT WAFER BRICK 120GR","https://bli.ecomarket.al/wp-content/uploads/2020/04/SM04747.png","cope","",""
"","OREO BISKOTE ORIGINAL 66GR",65,"OREO BISKOTE ORIGINAL 66GR","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM24575.jpg","cope","",""
"","REPLAY KROASANT 50GR",25,"REPLAY KROASANT 50GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM01402.jpg","cope","",""
"","REPLAY KRUASAN ME KAJSI 50GR",25,"REPLAY KRUASAN ME KAJSI 50GR","https://bli.ecomarket.al/wp-content/uploads/2020/12/SM07950.jpg","cope","",""
"","REPLAY KRUASANT ME QERSHI  45G*40",25,"REPLAY KRUASANT ME QERSHI  45G*40","https://bli.ecomarket.al/wp-content/uploads/2021/02/SM27078.jpg","cope","",""
